('WORD', 'TAG', 'PREDICTED TAG')
('yethu', 'POS04', 'POS04')
('yesininzi', 'POS04', 'V')
('$', 'END', 'END')
0.7083333333333334
('^', 'START', 'START')
('Bantu', 'N02', 'V')
('bakuthi', 'V', 'V')
('nabahlobo', 'N02', 'V')
('$', 'END', 'END')
0.6
('^', 'START', 'START')
('Mandithathe', 'V', 'V')
('eli', 'DEM01', 'DEM01')
('thuba', 'V', 'V')
('lokuba', 'V', 'V')
('ndivakalise', 'V', 'V')
('kwakhona', 'ADV', 'ADV')
('uvelwano', 'N', 'N')
('lwethu', 'POS11', 'POS11')
('olunzulu', 'ADV', 'V')
('kuRhulumente', 'N01', 'V')
('nabantu', 'N02', 'N02')
('baseHaiti', 'LOC', 'V')
('ngesihelegu', 'N05', 'V')
('sentlekele', 'V', 'V')
('ethe', 'V', 'N')
('yabehlela', 'V', 'V')
('$', 'END', 'END')
0.7222222222222222
('^', 'START', 'START')
('Sinovuyo', 'V', 'V')
('lokuba', 'V', 'V')
('amaqela', 'COP', 'N01')
('wethu', 'POS01', 'POS01')
('ezohlangulo', 'N11', 'V')
('akwazile', 'V', 'V')
('ukuya', 'V', 'V')
('kunceda', 'V', 'V')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Ndingathanda', 'V', 'V')
('ukuqaphela', 'V', 'V')
('ngokukodwa', 'V', 'V')
('omnye', 'ADJ02', 'V')
('ummi', 'N', 'N')
('woMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('osoloko', 'V', 'V')
('ephumelela', 'V', 'V')
('ukuya', 'V', 'V')
('kunceda', 'V', 'V')
('ngamaxesha', 'N06', 'N06')
('entlekele', 'V', 'V')
('nosincedayo', 'V', 'V')
('ukukhuthaza', 'V', 'V')
('umoya', 'N03', 'N03')
('wesizwe', 'N07', 'V')
('esikhathalayo', 'V', 'V')
('$', 'END', 'END')
0.9
('^', 'START', 'START')
('Siyamamkela', 'V', 'V')
('kule', 'DEM01', 'DEM01')
('ndlu', 'N', 'V')
('namhlanje', 'ADV', 'ADV')
('uGqr', 'N', 'V')
('Imtiaz', 'ADV', 'V')
('Sooliman', 'N', 'V')
('weGift', 'N', 'V')
('of', 'REL', 'REL')
('the', 'N05', 'N05')
('Givers', 'P', 'V')
('$', 'END', 'END')
0.5384615384615384
('^', 'START', 'START')
('Bemi', 'N', 'V')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Ukusingatha', 'V', 'V')
('umnyhadala', 'N03', 'V')
('weNdebe', 'N', 'V')
('yeHlabathi', 'N05', 'N05')
('yeFIFA', 'POS', 'POS')
('yenza', 'V', 'REL')
('owama-2010', 'P', 'V')
('ngokwenene', 'ADV', 'ADV')
('ube', 'V', 'V')
('ngunyaka', 'N11', 'V')
('wokuba', 'V', 'V')
('kusetyenzwe', 'ADV', 'ADV')
('$', 'END', 'END')
0.6428571428571429
('^', 'START', 'START')
('Sichithe', 'V', 'V')
('iminyaka', 'N04', 'N04')
('emininzi', 'POS06', 'V')
('silungiselela', 'V', 'V')
('leNdebe', 'N', 'V')
('yeHlabathi', 'N05', 'N05')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Sishiyekelwe', 'V', 'V')
('nje', 'ADV', 'ADV')
('ziinyanga', 'N', 'N')
('ezintathu', 'POS06', 'POS06')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Kwaye', 'ADV', 'ADV')
('sizimisele', 'V', 'V')
('ukuyenza', 'V', 'V')
('ibe', 'V', 'V')
('yimpumelelo', 'N09', 'N09')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Iziseko', 'N08', 'V')
('zoncedo', 'N11', 'V')
('ukhuselo', 'N', 'N')
('namalungiselelo', 'N06', 'V')
('ezinto', 'N10', 'V')
('eziyimfuneko', 'N09', 'N09')
('sele', 'N', 'N')
('enziwe', 'V', 'V')
('ukuqinisekisa', 'V', 'V')
('umnyhadala', 'N03', 'V')
('oyimpumelelo', 'N09', 'V')
('$', 'END', 'END')
0.5384615384615384
('^', 'START', 'START')
('Njengesizwe', 'N07', 'V')
('kufanele', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('siyibulele', 'V', 'V')
('iKomiti', 'N', 'V')
('yaseKhaya', 'N05', 'N')
('eQuquzelelelayo', 'V', 'REL')
('yowama-2010', 'REL', 'V')
('ngomsebenzi', 'N01', 'N01')
('wayo', 'POS01', 'POS01')
('omhle', 'ADJ02', 'V')
('$', 'END', 'END')
0.5384615384615384
('^', 'START', 'START')
('Sinqwenela', 'V', 'V')
('uSihlalo', 'ADV', 'ADV')
('wayo', 'POS01', 'V')
('u-Irvin', 'N', 'V')
('Khoza', 'V', 'V')
('iGosa', 'N05', 'V')
('eliyiNtloko', 'N09', 'N09')
('yesiGqeba', 'COP', 'V')
('soLawulo', 'N09', 'V')
('uDanny', 'N', 'V')
('Jordaan', 'LOC', 'V')
('kunye', 'ADJ05', 'ADJ05')
('nomqeqeshi', 'N06', 'V')
('weBafana', 'N02', 'V')
('Bafana', 'N', 'N')
('uCarlos', 'N', 'V')
('Alberto', 'N', 'N')
('Parreira', 'N', 'V')
('amathamsanqa', 'N05', 'V')
('odwa', 'V', 'V')
('kwezi', 'DEM01', 'DEM01')
('nyanga', 'N09', 'N09')
('zizayo', 'V', 'V')
('$', 'END', 'END')
0.52
('^', 'START', 'START')
('UMongameli', 'N', 'V')
('Mandela', 'V', 'V')
('ube', 'V', 'V')
('negalelo', 'N05', 'N05')
('ekuncedeni', 'V', 'V')
('ilizwe', 'N05', 'N05')
('lethu', 'POS05', 'POS05')
('ukuba', 'CONJ', 'CONJ')
('linikwe', 'V', 'V')
('amalungelo', 'N06', 'N06')
('okusingatha', 'V', 'V')
('lo', 'DEM01', 'DEM01')
('mnyhadala', 'N03', 'N')
('mkhulu', 'ADJ01', 'V')
('kangaka', 'ADV', 'ADV')
('$', 'END', 'END')
0.8235294117647058
('^', 'START', 'START')
('Ngoko', 'N11', 'N11')
('ke', 'CONJ', 'CONJ')
('kufanele', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('leNdebe', 'N', 'V')
('yeHlabathi', 'N05', 'N05')
('siyenze', 'V', 'V')
('impumelelo', 'N09', 'N09')
('enkulu', 'ADJ09', 'V')
('njengentlonipho', 'N05', 'V')
('yokumbulela', 'V', 'V')
('$', 'END', 'END')
0.7692307692307693
('^', 'START', 'START')
('Bantu', 'N02', 'V')
('bakuthi', 'V', 'V')
('nathi', 'ADV', 'ADV')
('masilixhase', 'V', 'V')
('iqela', 'N', 'N')
('lethu', 'POS05', 'POS05')
('lesizwe', 'V', 'V')
('iBafana', 'N02', 'V')
('Bafana', 'N', 'N')
('$', 'END', 'END')
0.8181818181818182
('^', 'START', 'START')
('Ndingomnye', 'N', 'V')
('wabo', 'DEM02', 'DEM02')
('bakholelwa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('iBafana', 'N02', 'V')
('Bafana', 'N', 'N')
('iza', 'V', 'V')
('kwenza', 'V', 'V')
('imimangaliso', 'N02', 'V')
('$', 'END', 'END')
0.7272727272727273
('^', 'START', 'START')
('Okona', 'V', 'V')
('kubaluleke', 'V', 'V')
('kakhulu', 'ADV', 'ADV')
('itikiti', 'V', 'V')
('esandlelni', 'V', 'V')
('bantu', 'N02', 'N02')
('bakuthi', 'P', 'V')
('$', 'END', 'END')
0.8888888888888888
('^', 'START', 'START')
('Sonke', 'QUANT01', 'V')
('masithenge', 'V', 'V')
('amatikiti', 'V', 'V')
('kuselithuba', 'COP', 'V')
('ukuze', 'CONJ', 'CONJ')
('sikwazi', 'V', 'V')
('ukuya', 'V', 'V')
('emidlalweni', 'N07', 'V')
('$', 'END', 'END')
0.7
('^', 'START', 'START')
('Bemi', 'N', 'V')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Njengoko', 'ADV', 'ADV')
('sibhiyozela', 'V', 'V')
('ukukhululwa', 'V', 'V')
('kukaMadiba', 'V', 'V')
('namhlanje', 'ADV', 'V')
('sizibophelela', 'V', 'V')
('ngokutsha', 'ADV', 'ADV')
('kuxolelwano', 'N', 'V')
('umanyano', 'N11', 'N11')
('lwesizwe', 'N07', 'N07')
('ukungabi', 'V', 'V')
('nabuhlanga', 'N14', 'V')
('nokwakha', 'V', 'V')
('ikamva', 'N05', 'V')
('elingcono', 'REL05', 'V')
('njengabemi', 'P', 'P')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('abamnyama', 'REL02', 'V')
('nabamhlophe', 'V', 'V')
('$', 'END', 'END')
0.7272727272727273
('^', 'START', 'START')
('Sikhokelwa', 'V', 'V')
('koko', 'N', 'N')
('kwathethwa', 'V', 'V')
('nguMadiba', 'N', 'V')
('esemkhumbini', 'POS10', 'V')
('ndiya', 'V', 'V')
('caphula', 'V', 'V')
('$', 'END', 'END')
0.7777777777777778
('^', 'START', 'START')
('Ngexesha', 'P', 'V')
('lokuphila', 'V', 'V')
('kwam', 'N', 'N')
('ndinikela', 'V', 'V')
('ubomi', 'N14', 'V')
('bam', 'V', 'V')
('kumzabalazo', 'N03', 'V')
('wabantu', 'N02', 'V')
('abaMnyama', 'REL', 'V')
('$', 'END', 'END')
0.5454545454545454
('^', 'START', 'START')
('Ndilwile', 'V', 'V')
('nokuthi', 'V', 'V')
('abamhlophe', 'V', 'V')
('babe', 'N', 'N')
('ngentla', 'P', 'ADV')
('kwezinye', 'POS15', 'POS15')
('iintlanga', 'N10', 'N10')
('ndaza', 'V', 'V')
('ndalwa', 'V', 'V')
('nokuthi', 'V', 'V')
('abamnyama', 'REL02', 'V')
('babe', 'N', 'N')
('ngentla', 'P', 'ADV')
('kwezinye', 'POS15', 'POS15')
('iintlanga', 'N10', 'N10')
('$', 'END', 'END')
0.8235294117647058
('^', 'START', 'START')
('Ndiyixabisile', 'V', 'V')
('iminqweno', 'N04', 'V')
('yentando', 'N09', 'V')
('yesininzi', 'POS04', 'V')
('nesizwe', 'N07', 'V')
('esikhululekileyo', 'V', 'V')
('apho', 'DEM02', 'DEM02')
('bonke', 'QUANT06', 'QUANT06')
('abantu', 'N02', 'N02')
('bahlalisana', 'V', 'V')
('ngokuvana', 'V', 'V')
('kwaye', 'ADV', 'ADV')
('bafumane', 'V', 'V')
('amathuba', 'N06', 'N06')
('alinganayo', 'V', 'V')
('$', 'END', 'END')
0.7647058823529411
('^', 'START', 'START')
('Ngumnqweno', 'N03', 'V')
('endithemba', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('ndiyakuwuphilela', 'V', 'V')
('kwaye', 'ADV', 'ADV')
('ndiwuphumeze', 'V', 'V')
('$', 'END', 'END')
0.875
('^', 'START', 'START')
('Kodwa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('kukho', 'CONJ', 'CONJ')
('imfuneko', 'N09', 'N09')
('ngumnqweno', 'N03', 'V')
('lowo', 'DEM02', 'V')
('endikulungeleyo', 'V', 'V')
('ukuwufela', 'V', 'V')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Ngokuvuselelwa', 'V', 'V')
('sisisele', 'V', 'V')
('sethu', 'POS07', 'V')
('senyathi', 'P', 'V')
('uMadiba', 'N05', 'V')
('kuyinyhweba', 'V', 'V')
('kum', 'PRON01', 'V')
('ukuba', 'CONJ', 'CONJ')
('ndinikezele', 'V', 'V')
('leNtetho', 'N', 'N')
('kaMongameli', 'POS', 'V')
('engoBume', 'N14', 'V')
('beSizwe', 'N07', 'REL')
('yowama-2010', 'POS', 'V')
('kuwo', 'PRON03', 'PRON03')
('onke', 'QUANT06', 'QUANT06')
('amaqhawe', 'N06', 'N06')
('namaqhawekazi', 'N06', 'N01')
('wethu', 'POS01', 'POS01')
('adumileyo', 'V', 'V')
('nangadumanga', 'V', 'V')
('awaziwayo', 'V', 'V')
('nangaziwayo', 'V', 'V')
('$', 'END', 'END')
0.64
